Reservoir,Date,Elevation,Temp_C,pH,DO_mgL,Turb,Color,Odor,Algae_cells_mL,Fe_mgL,Mn_mgL,Alkalinity,Hardness,CO2,TOC,Notes,Predominant_algae_organism,Reservoir_level,Withdraw_levels,Flag
CCR,5/9/03,1160,18.5,8.1,10.49,4.2,49,24,"660,000",0.1,0.04,64,74,4.5,N/A,Sunny,Anacystis,Full 1160,1150 & 1140,
CCR,5/9/03,1150,14,7.8,9.23,2.6,25,17,"517,000",0.05,0.03,68,76,2.6,N/A,Calm,Synedra,Full 1160,1150 & 1140,
CCR,5/9/03,1140,11,7.6,8.04,1.3,15,17,"550,000",0.02,0.03,74,84,1.3,N/A,Greenish water,,Full 1160,1150 & 1140,
CCR,5/9/03,1130,10,7.5,7.06,1.2,12,17,"517,000",0.03,0.03,76,90,1.2,N/A,Additional algal cell count recorded below,,Full 1160,1150 & 1140,
CCR,5/9/03,1120,10,7.4,6.73,1.3,13,17,"616,000",0.03,0.04,82,96,1.3,N/A,,,Full 1160,1150 & 1140,
CCR,5/9/03,1110,9,7.4,5.96,2,25,35,"550,000",0.06,0.17,90,104,2,N/A,,,Full 1160,1150-1140,
CCR,4/4/03,1160,13,8.1,11.19,2.1,35,24,"2,057,000",0.05,N/A,76,98,6,N/A,Warm,Synedra,1170 Full,1150-1140,
CCR,4/4/03,1150,11,8.1,10.97,2,34,24,"2,607,000",0.05,0.03,80,100,6,N/A,Cloudy,,1170 Full,1150-1140,
CCR,4/4/03,1140,10,8,10.5,1.9,35,24,"1,991,000",0.05,0.03,80,102,5,N/A,Murky green water,,1170 Full,1150-1140,
CCR,4/4/03,1130,9,7.8,9.74,1.9,32,17,"3,124,000",0.05,0.03,84,104,5,N/A,Can't read mn value for 1160,,1170 Full,1150-1140,
CCR,4/4/03,1120,8,7.8,9.57,1.7,43,24,"2,299,000",0.09,0.04,84,104,7.5,N/A,,,1170 Full,1150-1140,
CCR,4/4/03,1110,9,7.8,9.81,2,31,17,"2,090,000",0.06,0.04,86,106,5.5,N/A,,,1170 Full,1150-1140,
CCR,3/18/03,1160,10,7.9,11.67,4.3,47,24,"2,772,000",0.08,0.04,90,100,8,N/A,Mild,Anacystis,Full,1140 & 1150,
CCR,3/18/03,1150,8.5,8,11.17,3.9,46,24,"2,123,000",0.09,0.03,94,118,8.5,N/A,Cloudy,Ankistrodesmus,Full,1140 & 1150,
CCR,3/18/03,1140,8,7.9,11.04,4,48,17,"2,156,000",0.09,0.04,94,106,7.5,N/A,Slight debris,Synedra,Full,1140 & 1150,
CCR,3/18/03,1130,7.5,7.9,10.87,4,43,17,"2,728,000",0.09,0.03,94,104,6.5,N/A,Murky green,,Full,1140 & 1150,
CCR,3/18/03,1120,6.5,7.9,10.75,4.2,44,24,"2,376,000",0.09,0.05,96,106,9,N/A,,,Full,1140 & 1150,
CCR,3/18/03,1110,6.5,7.9,10.67,4.2,49,24,"2,002,000",0.1,0.05,92,110,6.5,N/A,,,Full,1140 & 1150,
CCR,2/26/03,1160,6,8,12.2,4.9,52,17,"2,618,000",0.09,0.05,98,116,10,N/A,Cold,Anacystis,Full pond,1140 & 1130,
CCR,2/26/03,1150,5,8,12,5,51,24,"2,200,000",0.1,0.05,100,118,10,N/A,Cloudy,,Full pond,1140 & 1130,
CCR,2/26/03,1140,4,8,11.98,5.1,54,24,"1,881,000",0.1,0.05,98,114,9,N/A,Flurries,,Full pond,1140 & 1130,
CCR,2/26/03,1130,4,8,11.91,4.9,52,24,"1,694,000",0.09,0.05,98,114,9,N/A,Floating debris on surface water,,Full pond,1140 & 1130,
CCR,2/26/03,1120,4,8,11.86,5.3,56,24,"1,551,000",0.1,0.05,98,118,8.5,N/A,,,Full pond,1140 & 1130,
CCR,2/26/03,1110,4,8,11.7,4.7,52,24,"1,320,000",0.1,0.06,96,116,9,N/A,,,Full pond,1140 & 1130,
CCR,1/6/03,1160,6.5,7.9,11.2,2.7,26,17,"627,000",0.06,0.05,94,116,7.5,N/A,Cool,N/A,1160.8,1130,
CCR,1/6/03,1150,5.5,8,10.74,2.8,23,17,"671,000",0.06,0.05,96,128,8,N/A,Windy,N/A,1160.8,1130,
CCR,1/6/03,1140,5.5,8,9.54,2.9,27,17,"781,000",0.06,0.05,96,122,6,N/A,Water greenish in appearance ,N/A,1160.8,1130,
CCR,1/6/03,1130,5,8,9.7,2.8,28,17,"616,000",0.07,0.05,98,116,5,N/A,Slight debris on surface,N/A,1160.8,1130,
CCR,1/6/03,1120,5,8,10.36,4.9,41,24,"1,650,000",0.11,0.1,98,124,6,N/A,,N/A,1160.8,1130,
CCR,1/6/03,1110,5,8,11.78,3.1,35,17,"2,365,000",0.08,0.06,98,130,5.5,N/A,,N/A,1160.8,1130,
CCR,12/10/02,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cloudy,Anacystis,1147.8,1130,
CCR,12/10/02,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cold,,1147.8,1130,
CCR,12/10/02,1140,7,7.7,10.2,3.6,47,17,"726,000",0.11,0.18,104,128,5,N/A,Calm,,1147.8,1130,
CCR,12/10/02,1130,6.5,7.9,10.06,3.7,44,35,"1,012,000",0.11,0.2,106,130,5.5,N/A,Greyish murky water,,1147.8,1130,
CCR,12/10/02,1120,6,7.9,9.87,4.1,50,35,"1,122,000",0.13,0.22,102,124,4.5,N/A,No information for elevation levels 1160 and 1150,,1147.8,1130,
CCR,12/10/02,1110,6,7.9,9.89,4.6,48,17,"935,000",0.13,0.22,102,124,5,N/A,Algal cell count written below,,1147.8,1130,
CCR,12/18/05,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,12/18/05,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, or CO2 recorded",N/A,N/A,N/A,
CCR,12/18/05,1140,N/A,7.5,N/A,2.2,22,N/A,N/A,0.05,0.07,54,66,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,12/18/05,1130,N/A,7.5,N/A,2.4,23,N/A,N/A,0.05,0.06,54,68,N/A,N/A,No withdrawal or reservoir levels recorded,N/A,N/A,N/A,
CCR,12/18/05,1120,N/A,7.6,N/A,2.4,33,N/A,N/A,0.08,0.08,56,66,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,12/18/05,1110,N/A,7.6,N/A,2.9,41,N/A,N/A,0.11,0.13,58,72,N/A,N/A,No other comments made,N/A,N/A,N/A,
CCR,12/14/05,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,12/14/05,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, or CO2 recorded",N/A,N/A,N/A,
CCR,12/14/05,1140,N/A,7.3,N/A,2.98,42,N/A,N/A,0.11,0.06,54,62,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,12/14/05,1130,N/A,7.6,N/A,2.74,40,N/A,N/A,0.1,0.07,54,66,N/A,N/A,No withdrawal or reservoir levels recorded,N/A,N/A,N/A,
CCR,12/14/05,1120,N/A,7.5,N/A,5.38,57,N/A,N/A,0.16,0.12,58,66,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,12/14/05,1110,N/A,7.5,N/A,4.79,61,N/A,N/A,0.18,0.19,58,66,N/A,N/A,No other comments made,N/A,N/A,N/A,
CCR,12/1/05 12:00,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,12/1/05 12:00,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, or CO2 recorded",N/A,N/A,N/A,
CCR,12/1/05 12:00,1140,N/A,7.05,N/A,4.76,54,N/A,N/A,0.12,0.06,46,54,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,12/1/05 12:00,1130,N/A,7.4,N/A,4.33,50,N/A,N/A,0.11,0.05,48,54,N/A,N/A,No withdrawal or reservoir levels recorded,N/A,N/A,N/A,
CCR,12/1/05 12:00,1120,N/A,7.3,N/A,4.3,50,N/A,N/A,0.12,0.1,48,56,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,12/1/05 12:00,1110,N/A,7.2,N/A,6.09,76,N/A,N/A,0.22,0.19,50,58,N/A,N/A,No other comments made,N/A,N/A,N/A,
CCR,11/17/05 11:15,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,11/17/05 11:15,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, or CO2 recorded",N/A,N/A,N/A,
CCR,11/17/05 11:15,1140,N/A,7.1,N/A,2.34,35,N/A,N/A,0.08,0.09,44,60,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,11/17/05 11:15,1130,N/A,7.1,N/A,2.1,26,N/A,N/A,0.06,0.09,50,60,N/A,N/A,No withdrawal or reservoir levels recorded,N/A,N/A,N/A,
CCR,11/17/05 11:15,1120,N/A,7.1,N/A,2.59,35,N/A,N/A,0.09,0.11,46,60,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,11/17/05 11:15,1110,N/A,7.2,N/A,2.48,27,N/A,N/A,0.08,0.12,46,62,N/A,N/A,No other comments made,N/A,N/A,N/A,
CCR,11/10/05,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,11/10/05,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, or CO2 recorded",N/A,N/A,N/A,
CCR,11/10/05,1140,N/A,7.3,N/A,1.71,23,N/A,N/A,0.05,0.04,54,56,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,11/10/05,1130,N/A,7.2,N/A,1.91,26,N/A,N/A,0.07,0.05,50,56,N/A,N/A,No withdrawal or reservoir levels recorded,N/A,N/A,N/A,
CCR,11/10/05,1120,N/A,7,N/A,2.62,30,N/A,N/A,0.08,0.08,48,56,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,11/10/05,1110,N/A,6.7,N/A,7.13,77,N/A,N/A,0.22,0.29,42,50,N/A,N/A,No other comments made,N/A,N/A,N/A,
CCR,11/3/05 3:50,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,11/3/05 3:50,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, or CO2 recorded",N/A,N/A,N/A,
CCR,11/3/05 3:50,1140,N/A,7.1,N/A,1.8,30,N/A,N/A,0.06,0.03,50,56,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,11/3/05 3:50,1130,N/A,6.5,N/A,3.34,48,N/A,N/A,0.13,0.14,38,44,N/A,N/A,No withdrawal or reservoir levels recorded,N/A,N/A,N/A,
CCR,11/3/05 3:50,1120,N/A,6.5,N/A,7.98,87,N/A,N/A,0.26,0.37,38,44,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,11/3/05 3:50,1110,N/A,6.4,N/A,5.5,64,N/A,N/A,0.2,0.22,36,42,N/A,N/A,No other comments made,N/A,N/A,N/A,
CCR,10/25/05,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Choppy water,Anacystis,4.5 low,1140,
CCR,10/25/05,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windy,,4.5 low,1140,
CCR,10/25/05,1140,16.2,7.5,13.41,1.7,22,17,"616,000",0.04,0.03,54,60,N/A,N/A,Cold & greenish appearance,,4.5 low,1140,
CCR,10/25/05,1130,12.8,6.8,15.64,2.8,28,35,"825,000",0.08,0.1,40,52,N/A,N/A,Nothing recorded for 1160 and 1150,,4.5 low,1140,
CCR,10/25/05,1120,11.2,6.5,18.04,4.3,55,17,"1,573,000",0.14,0.22,36,42,N/A,N/A,No CO2 recorded,,4.5 low,1140,
CCR,10/25/05,1110,11.1,6.5,18.51,4.7,56,35,"2,266,000",0.17,0.32,38,42,N/A,N/A,,,4.5 low,1140,
CCR,10/27/05,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,10/27/05,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, and/or CO2 recorded",N/A,N/A,N/A,
CCR,10/27/05,1140,N/A,7.5,N/A,2.1,25,N/A,N/A,0.06,0.03,50,60,N/A,N/A,No withdrawal or reservoir level recorded,N/A,N/A,N/A,
CCR,10/27/05,1130,N/A,6.6,N/A,6.4,74,N/A,N/A,0.2,0.33,36,44,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,10/27/05,1120,N/A,6.5,N/A,8.9,94,N/A,N/A,0.28,0.43,36,42,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,10/27/05,1110,N/A,6.5,N/A,5.6,62,N/A,N/A,0.18,0.28,36,42,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,10/20/05 10:55,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,10/20/05 10:55,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, and/or CO2 recorded",N/A,N/A,N/A,
CCR,10/20/05 10:55,1140,N/A,7.3,N/A,2.7,36,N/A,N/A,0.08,0.03,52,64,N/A,N/A,No withdrawal or reservoir level recorded,N/A,N/A,N/A,
CCR,10/20/05 10:55,1130,N/A,6.6,N/A,6.3,82,N/A,N/A,0.22,0.5,34,40,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,10/20/05 10:55,1120,N/A,6.6,N/A,5.7,65,N/A,N/A,0.18,0.46,34,44,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,10/20/05 10:55,1110,N/A,6.5,N/A,5,61,N/A,N/A,0.17,0.28,36,40,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,10/13/05 15:00,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,10/13/05 15:00,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, and/or CO2 recorded",N/A,N/A,N/A,
CCR,10/13/05 15:00,1140,N/A,7.1,N/A,2.2,33,N/A,N/A,0.08,0.03,52,60,N/A,N/A,No withdrawal or reservoir level recorded,N/A,N/A,N/A,
CCR,10/13/05 15:00,1130,N/A,6.6,N/A,5.12,67,N/A,N/A,0.19,0.33,40,40,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,10/13/05 15:00,1120,N/A,6.6,N/A,7.11,82,N/A,N/A,0.25,0.32,36,38,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,10/13/05 15:00,1110,N/A,6.6,N/A,3.44,38,N/A,N/A,0.14,0.18,36,38,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,10/6/05 12:30,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,10/6/05 12:30,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, and/or CO2 recorded",N/A,N/A,N/A,
CCR,10/6/05 12:30,1140,N/A,7.1,N/A,2.81,40,N/A,N/A,0.12,0.07,48,52,N/A,N/A,No withdrawal or reservoir level recorded,N/A,N/A,N/A,
CCR,10/6/05 12:30,1130,N/A,6.6,N/A,4.21,68,N/A,N/A,0.19,0.46,32,40,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,10/6/05 12:30,1120,N/A,6.6,N/A,4.9,66,N/A,N/A,0.19,0.38,34,40,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,10/6/05 12:30,1110,N/A,6.5,N/A,3.96,45,N/A,N/A,0.14,0.3,34,40,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,9/26/05 15:30,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,9/26/05 15:30,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, and/or CO2 recorded",N/A,N/A,N/A,
CCR,9/26/05 15:30,1140,N/A,1.6,N/A,1.6,26,N/A,N/A,0.06,0.09,40,48,N/A,N/A,No withdrawal or reservoir level recorded,N/A,N/A,N/A,
CCR,9/26/05 15:30,1130,N/A,2.7,N/A,2.7,43,N/A,N/A,0.11,0.35,34,42,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,9/26/05 15:30,1120,N/A,2.5,N/A,2.5,42,N/A,N/A,0.11,0.42,36,44,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,9/26/05 15:30,1110,N/A,2.1,N/A,2.1,42,N/A,N/A,0.09,0.24,34,42,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,9/22/05 15:15,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,9/22/05 15:15,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, and/or CO2 recorded",N/A,N/A,N/A,
CCR,9/22/05 15:15,1140,N/A,6.7,N/A,2.34,17,N/A,N/A,0.07,0.08,44,46,N/A,N/A,No withdrawal or reservoir level recorded,N/A,N/A,N/A,
CCR,9/22/05 15:15,1130,N/A,6.5,N/A,4.4,70,N/A,N/A,0.17,0.6,38,40,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,9/22/05 15:15,1120,N/A,6.5,N/A,4.89,63,N/A,N/A,0.19,0.58,34,40,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,9/22/05 15:15,1110,N/A,6.6,N/A,3.4,75,N/A,N/A,0.18,0.53,36,42,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,9/15/05 13:45,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,9/15/05 13:45,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, and/or CO2 recorded",N/A,N/A,N/A,
CCR,9/15/05 13:45,1140,N/A,6.9,N/A,2.2,29,N/A,N/A,0.06,0.06,46,54,N/A,N/A,No withdrawal or reservoir level recorded,N/A,N/A,N/A,
CCR,9/15/05 13:45,1130,N/A,6.6,N/A,3.9,57,N/A,N/A,0.17,0.74,40,46,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,9/15/05 13:45,1120,N/A,6.6,N/A,3.3,60,N/A,N/A,0.15,0.68,38,42,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,9/15/05 13:45,1110,N/A,6.6,N/A,3.6,65,N/A,N/A,0.15,0.55,38,42,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,9/12/05 11:20,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,9/12/05 11:20,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, and/or CO2 recorded",N/A,N/A,N/A,
CCR,9/12/05 11:20,1140,N/A,6.6,N/A,2.4,50,N/A,N/A,0.09,0.22,40,44,N/A,N/A,No withdrawal or reservoir level recorded,N/A,N/A,N/A,
CCR,9/12/05 11:20,1130,N/A,6.5,N/A,4.2,58,N/A,N/A,0.2,0.93,36,40,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,9/12/05 11:20,1120,N/A,6.6,N/A,3.6,58,N/A,N/A,0.18,0.76,34,42,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,9/12/05 11:20,1110,N/A,6.5,N/A,3.7,55,N/A,N/A,0.14,0.64,32,40,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,9/8/05 16:15,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,9/8/05 16:15,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, and/or CO2 recorded",N/A,N/A,N/A,
CCR,9/8/05 16:15,1140,N/A,6.2,N/A,2.86,19,N/A,N/A,0.06,0.19,38,40,N/A,N/A,No withdrawal or reservoir level recorded,N/A,N/A,N/A,
CCR,9/8/05 16:15,1130,N/A,6.2,N/A,5.05,37,N/A,N/A,0.22,0.85,36,40,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,9/8/05 16:15,1120,N/A,6.4,N/A,5.43,44,N/A,N/A,0.23,1,38,40,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,9/8/05 16:15,1110,N/A,6.4,N/A,4.02,36,N/A,N/A,0.14,0.7,34,40,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,9/5/05 15:30,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,9/5/05 15:30,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, and/or CO2 recorded",N/A,N/A,N/A,
CCR,9/5/05 15:30,1140,N/A,6.3,N/A,2.6,49,N/A,N/A,0.06,0.07,40,46,N/A,N/A,No withdrawal or reservoir level recorded,N/A,N/A,N/A,
CCR,9/5/05 15:30,1130,N/A,6.4,N/A,2.02,32,N/A,N/A,0.06,0.1,46,54,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,9/5/05 15:30,1120,N/A,6.3,N/A,5.33,72,N/A,N/A,0.29,1.05,34,40,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,9/5/05 15:30,1110,N/A,6.2,N/A,4.65,73,N/A,N/A,0.22,0.82,34,40,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,9/1/05,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,9/1/05,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, and/or CO2 recorded",N/A,N/A,N/A,
CCR,9/1/05,1140,N/A,6.9,N/A,1.8,34,N/A,N/A,0.06,0.11,36,46,N/A,N/A,No withdrawal or reservoir level recorded,N/A,N/A,N/A,
CCR,9/1/05,1130,N/A,6.7,N/A,3.2,52,N/A,N/A,0.19,0.82,34,48,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,9/1/05,1120,N/A,6.7,N/A,3.4,63,N/A,N/A,0.19,0.83,34,46,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,9/1/05,1110,N/A,6.7,N/A,2.8,55,N/A,N/A,0.17,0.68,36,42,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,8/29/05,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,8/29/05,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, and/or CO2 recorded",N/A,N/A,N/A,
CCR,8/29/05,1140,N/A,6.4,N/A,2,27,N/A,N/A,0.05,0.1,36,42,N/A,N/A,No withdrawal or reservoir level recorded,N/A,N/A,N/A,
CCR,8/29/05,1130,N/A,6.4,N/A,4.2,51,N/A,N/A,0.2,1.03,34,42,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,8/29/05,1120,N/A,6.4,N/A,4.2,62,N/A,N/A,0.21,0.99,34,44,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,8/29/05,1110,N/A,6.4,N/A,3.5,46,N/A,N/A,0.16,0.58,30,42,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,8/25/05,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,8/25/05,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, and/or CO2 recorded",N/A,N/A,N/A,
CCR,8/25/05,1140,N/A,6.7,N/A,2.3,32,N/A,N/A,0.06,0.34,36,42,N/A,N/A,No withdrawal or reservoir level recorded,N/A,N/A,N/A,
CCR,8/25/05,1130,N/A,6.7,N/A,2.5,30,N/A,N/A,0.1,0.45,36,42,N/A,N/A,No odor or algal cell count recorded,N/A,N/A,N/A,
CCR,8/25/05,1120,N/A,6.7,N/A,2.9,31,N/A,N/A,0.13,0.63,34,44,N/A,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,8/25/05,1110,N/A,6.7,N/A,2.7,34,N/A,N/A,0.11,0.5,36,44,N/A,N/A,No other comments recorded,N/A,N/A,N/A,
CCR,8/23/05 15:30,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nothing recorded for 1160 and 1150,N/A,N/A,N/A,
CCR,8/23/05 15:30,1150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No temperature, DO, and/or CO2 recorded",N/A,N/A,N/A,
CCR,8/23/05 15:30,1140,N/A,6.1,N/A,2.33,60,N/A,N/A,0.08,0.2,38,40,N/A,N/A,No withdrawal or reservoir levels recorded,N/A,N/A,N/A,
